variant,cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms
"challenger","p003:cold_general","p003","emotional","cold_general",false,6,2,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,58.864
"challenger","p003:cold_general","p003","emotional","cold_general",false,7,1,637,"Life Is Beautiful",0.5000,KEYWORD_BACKED,true,true,69.908
"challenger","p003:cold_general","p003","emotional","cold_general",false,7,2,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,69.908
"challenger","p003:cold_general","p003","emotional","cold_general",false,7,3,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,69.908
"challenger","p003:cold_general","p003","emotional","cold_general",false,9,1,745,"The Sixth Sense",0.5000,KEYWORD_BACKED,true,true,55.875
"challenger","p003:cold_general","p003","emotional","cold_general",false,9,2,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,55.875
"challenger","p003:cold_general","p003","emotional","cold_general",false,9,3,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,55.875
"challenger","p003:cold_general","p003","emotional","cold_general",false,9,4,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,55.875
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,0,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,79.798
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,0,2,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,79.798
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,1,1,745,"The Sixth Sense",0.5000,KEYWORD_BACKED,true,true,67.459
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,1,2,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,67.459
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,2,1,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,78.575
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,2,2,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,78.575
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,3,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,77.118
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,3,2,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,77.118
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,4,1,745,"The Sixth Sense",0.5000,KEYWORD_BACKED,true,true,92.119
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,4,2,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,92.119
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,5,1,637,"Life Is Beautiful",0.5000,KEYWORD_BACKED,true,true,137.664
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,5,2,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,137.664
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,6,1,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,99.256
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,6,2,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,99.256
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,6,3,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,99.256
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,6,4,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,99.256
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,7,1,745,"The Sixth Sense",0.5000,KEYWORD_BACKED,true,true,89.180
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,7,2,637,"Life Is Beautiful",0.5000,KEYWORD_BACKED,true,true,89.180
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,7,3,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,89.180
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,8,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,94.896
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,8,2,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,94.896
"challenger","p003:warm_thriller","p003","emotional","warm_thriller",true,8,3,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,94.896
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,0,1,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,90.239
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,0,2,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,90.239
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,1,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,93.973
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,1,2,2105,"American Pie",0.5000,KEYWORD_BACKED,false,true,93.973
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,1,3,101,"Léon: The Professional",0.5000,KEYWORD_BACKED,true,true,93.973
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,1,4,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,93.973
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,2,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,87.212
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,2,2,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,87.212
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,2,3,101,"Léon: The Professional",0.5000,KEYWORD_BACKED,true,true,87.212
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,3,1,863,"Toy Story 2",0.5000,KEYWORD_BACKED,false,true,102.932
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,3,2,745,"The Sixth Sense",0.5000,KEYWORD_BACKED,true,true,102.932
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,3,3,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,102.932
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,3,4,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,102.932
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,4,1,863,"Toy Story 2",0.5000,KEYWORD_BACKED,false,true,84.518
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,4,2,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,84.518
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,4,3,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,84.518
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,4,4,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,84.518
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,5,1,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,90.845
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,5,2,863,"Toy Story 2",0.5000,KEYWORD_BACKED,false,true,90.845
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,5,3,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,90.845
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,5,4,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,90.845
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,5,5,2105,"American Pie",0.5000,KEYWORD_BACKED,false,true,90.845
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,6,1,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,102.880
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,7,1,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,83.860
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,8,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,86.068
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,8,2,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,86.068
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,8,3,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,86.068
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,9,1,101,"Léon: The Professional",0.5000,KEYWORD_BACKED,true,true,84.942
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,9,2,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,84.942
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,9,3,745,"The Sixth Sense",0.5000,KEYWORD_BACKED,true,true,84.942
"challenger","p003:warm_comfort","p003","emotional","warm_comfort",true,9,4,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,84.942
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,0,1,637,"Life Is Beautiful",0.5000,KEYWORD_BACKED,true,true,76.784
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,0,2,101,"Léon: The Professional",0.5000,KEYWORD_BACKED,true,true,76.784
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,0,3,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,76.784
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,0,4,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,76.784
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,1,1,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,85.074
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,1,2,637,"Life Is Beautiful",0.5000,KEYWORD_BACKED,true,true,85.074
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,1,3,101,"Léon: The Professional",0.5000,KEYWORD_BACKED,true,true,85.074
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,2,1,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,77.203
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,2,2,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,77.203
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,3,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,83.768
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,3,2,101,"Léon: The Professional",0.5000,KEYWORD_BACKED,true,true,83.768
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,3,3,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,83.768
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,3,4,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,83.768
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,4,1,101,"Léon: The Professional",0.5000,KEYWORD_BACKED,true,true,96.078
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,4,2,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,96.078
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,4,3,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,96.078
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,4,4,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,96.078
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,5,1,2105,"American Pie",0.5000,KEYWORD_BACKED,false,true,98.974
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,6,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,83.604
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,6,2,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,83.604
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,6,3,13,"Forrest Gump",0.5000,KEYWORD_BACKED,false,true,83.604
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,7,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,79.829
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,7,2,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,79.829
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,8,1,745,"The Sixth Sense",0.5000,KEYWORD_BACKED,true,true,77.184
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,8,2,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,77.184
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,9,1,278,"The Shawshank Redemption",0.5000,KEYWORD_BACKED,false,true,78.150
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,9,2,603,"The Matrix",0.5000,KEYWORD_BACKED,false,true,78.150
"challenger","p003:warm_cerebral","p003","emotional","warm_cerebral",true,9,3,550,"Fight Club",0.5000,KEYWORD_BACKED,false,true,78.150
"challenger","p004:cold_general","p004","mind-bending","cold_general",false,5,1,12444,"Harry Potter and the Deathly Hallows: Part 1",1.0000,KEYWORD_BACKED,false,true,54.578
"challenger","p004:cold_general","p004","mind-bending","cold_general",false,8,1,12444,"Harry Potter and the Deathly Hallows: Part 1",1.0000,KEYWORD_BACKED,false,true,52.651
"challenger","p004:warm_thriller","p004","mind-bending","warm_thriller",true,6,1,12444,"Harry Potter and the Deathly Hallows: Part 1",1.0000,KEYWORD_BACKED,false,true,69.184
"challenger","p004:warm_comfort","p004","mind-bending","warm_comfort",true,6,1,12444,"Harry Potter and the Deathly Hallows: Part 1",1.0000,KEYWORD_BACKED,false,true,71.560
"challenger","p005:cold_general","p005","adventurous","cold_general",false,0,1,1724,"The Incredible Hulk",0.5000,GENRE_ONLY,true,true,51.577
"challenger","p005:cold_general","p005","adventurous","cold_general",false,0,2,10681,"WALL·E",0.5000,GENRE_ONLY,false,true,51.577
"challenger","p005:cold_general","p005","adventurous","cold_general",false,0,3,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,51.577
"challenger","p005:cold_general","p005","adventurous","cold_general",false,1,1,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,53.450
"challenger","p005:cold_general","p005","adventurous","cold_general",false,1,2,4935,"Howl's Moving Castle",0.5000,GENRE_ONLY,true,true,53.450
"challenger","p005:cold_general","p005","adventurous","cold_general",false,2,1,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,57.725
"challenger","p005:cold_general","p005","adventurous","cold_general",false,2,2,1124,"The Prestige",0.5000,GENRE_ONLY,true,true,57.725
"challenger","p005:cold_general","p005","adventurous","cold_general",false,2,3,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,57.725
"challenger","p005:cold_general","p005","adventurous","cold_general",false,2,4,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,57.725
"challenger","p005:cold_general","p005","adventurous","cold_general",false,3,1,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,82.033
"challenger","p005:cold_general","p005","adventurous","cold_general",false,3,2,1724,"The Incredible Hulk",0.5000,GENRE_ONLY,true,true,82.033
"challenger","p005:cold_general","p005","adventurous","cold_general",false,3,3,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,82.033
"challenger","p005:cold_general","p005","adventurous","cold_general",false,5,1,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,51.687
"challenger","p005:cold_general","p005","adventurous","cold_general",false,5,2,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,51.687
"challenger","p005:cold_general","p005","adventurous","cold_general",false,5,3,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,51.687
"challenger","p005:cold_general","p005","adventurous","cold_general",false,6,1,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,66.241
"challenger","p005:cold_general","p005","adventurous","cold_general",false,6,2,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,66.241
"challenger","p005:cold_general","p005","adventurous","cold_general",false,6,3,1724,"The Incredible Hulk",0.5000,GENRE_ONLY,true,true,66.241
"challenger","p005:cold_general","p005","adventurous","cold_general",false,7,1,40096,"A Dog's Will",0.5000,GENRE_ONLY,false,true,55.974
"challenger","p005:cold_general","p005","adventurous","cold_general",false,7,2,559,"Spider-Man 3",0.5000,GENRE_ONLY,false,true,55.974
"challenger","p005:cold_general","p005","adventurous","cold_general",false,7,3,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,55.974
"challenger","p005:cold_general","p005","adventurous","cold_general",false,8,1,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,85.224
"challenger","p005:cold_general","p005","adventurous","cold_general",false,8,2,559,"Spider-Man 3",0.5000,GENRE_ONLY,false,true,85.224
"challenger","p005:cold_general","p005","adventurous","cold_general",false,9,1,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,61.861
"challenger","p005:cold_general","p005","adventurous","cold_general",false,9,2,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,61.861
"challenger","p005:cold_general","p005","adventurous","cold_general",false,9,3,4935,"Howl's Moving Castle",0.5000,GENRE_ONLY,true,true,61.861
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,0,1,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,74.015
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,0,2,1124,"The Prestige",0.5000,GENRE_ONLY,true,true,74.015
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,0,3,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,74.015
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,0,4,10681,"WALL·E",0.5000,GENRE_ONLY,false,true,74.015
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,1,1,24,"Kill Bill: Vol. 1",0.5000,GENRE_ONLY,true,true,74.495
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,1,2,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,74.495
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,1,3,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,74.495
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,1,4,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,74.495
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,2,1,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,86.413
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,2,2,675,"Harry Potter and the Order of the Phoenix",0.5000,GENRE_ONLY,false,true,86.413
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,3,1,40096,"A Dog's Will",0.5000,GENRE_ONLY,false,true,72.524
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,3,2,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,72.524
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,4,1,4935,"Howl's Moving Castle",0.5000,GENRE_ONLY,true,true,72.938
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,4,2,559,"Spider-Man 3",0.5000,GENRE_ONLY,false,true,72.938
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,4,3,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,72.938
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,4,4,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,72.938
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,4,5,675,"Harry Potter and the Order of the Phoenix",0.5000,GENRE_ONLY,false,true,72.938
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,5,1,272,"Batman Begins",0.5000,GENRE_ONLY,false,true,84.456
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,5,2,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,84.456
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,5,3,1124,"The Prestige",0.5000,GENRE_ONLY,true,true,84.456
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,5,4,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,84.456
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,6,1,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,74.697
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,6,2,24,"Kill Bill: Vol. 1",0.5000,GENRE_ONLY,true,true,74.697
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,6,3,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,74.697
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,6,4,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,74.697
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,7,1,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,75.175
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,7,2,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,75.175
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,8,1,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,73.033
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,8,2,24,"Kill Bill: Vol. 1",0.5000,GENRE_ONLY,true,true,73.033
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,8,3,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,73.033
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,8,4,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,73.033
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,8,5,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,73.033
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,9,1,1124,"The Prestige",0.5000,GENRE_ONLY,true,true,82.600
"challenger","p005:warm_thriller","p005","adventurous","warm_thriller",true,9,2,675,"Harry Potter and the Order of the Phoenix",0.5000,GENRE_ONLY,false,true,82.600
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,0,1,12,"Finding Nemo",0.5000,GENRE_ONLY,false,true,92.236
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,0,2,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,92.236
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,0,3,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,92.236
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,0,4,559,"Spider-Man 3",0.5000,GENRE_ONLY,false,true,92.236
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,1,1,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,79.162
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,1,2,2062,"Ratatouille",0.5000,GENRE_ONLY,true,true,79.162
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,1,3,4935,"Howl's Moving Castle",0.5000,GENRE_ONLY,true,true,79.162
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,1,4,585,"Monsters, Inc.",0.5000,GENRE_ONLY,false,true,79.162
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,1,5,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,79.162
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,2,1,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,77.443
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,2,2,673,"Harry Potter and the Prisoner of Azkaban",0.5000,GENRE_ONLY,false,true,77.443
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,3,1,920,"Cars",0.5000,OVERVIEW_ONLY,true,true,76.612
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,3,2,1124,"The Prestige",0.5000,GENRE_ONLY,true,true,76.612
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,3,3,24,"Kill Bill: Vol. 1",0.5000,GENRE_ONLY,true,true,76.612
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,3,4,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,76.612
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,3,5,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,76.612
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,4,1,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.5000,GENRE_ONLY,false,true,76.029
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,4,2,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,76.029
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,4,3,920,"Cars",0.5000,OVERVIEW_ONLY,true,true,76.029
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,4,4,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,76.029
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,4,5,559,"Spider-Man 3",0.5000,GENRE_ONLY,false,true,76.029
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,5,1,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,83.408
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,5,2,557,"Spider-Man",0.5000,GENRE_ONLY,true,true,83.408
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,5,3,12,"Finding Nemo",0.5000,GENRE_ONLY,false,true,83.408
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,6,1,40096,"A Dog's Will",0.5000,GENRE_ONLY,false,true,78.681
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,6,2,1124,"The Prestige",0.5000,GENRE_ONLY,true,true,78.681
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,6,3,24,"Kill Bill: Vol. 1",0.5000,GENRE_ONLY,true,true,78.681
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,6,4,559,"Spider-Man 3",0.5000,GENRE_ONLY,false,true,78.681
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,7,1,14160,"Up",0.5000,GENRE_ONLY,false,true,110.813
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,7,2,9502,"Kung Fu Panda",0.5000,GENRE_ONLY,false,true,110.813
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,7,3,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,110.813
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,7,4,1726,"Iron Man",0.5000,GENRE_ONLY,true,true,110.813
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,8,1,9806,"The Incredibles",0.5000,GENRE_ONLY,true,true,81.965
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,8,2,1724,"The Incredible Hulk",0.5000,GENRE_ONLY,true,true,81.965
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,8,3,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,81.965
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,8,4,2062,"Ratatouille",0.5000,GENRE_ONLY,true,true,81.965
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,8,5,559,"Spider-Man 3",0.5000,GENRE_ONLY,false,true,81.965
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,9,1,14836,"Coraline",1.0000,KEYWORD_BACKED,false,true,83.305
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,9,2,129,"Spirited Away",0.5000,GENRE_ONLY,true,true,83.305
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,9,3,4935,"Howl's Moving Castle",0.5000,GENRE_ONLY,true,true,83.305
"challenger","p005:warm_comfort","p005","adventurous","warm_comfort",true,9,4,920,"Cars",0.5000,OVERVIEW_ONLY,true,true,83.305
"challenger","p005:warm_cerebral","p005","adventurous","warm_cerebral",true,0,1,558,"Spider-Man 2",0.5000,GENRE_ONLY,true,true,72.649
