variant,cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms
"challenger","p007:cold_general","p007","funny","cold_general",false,7,5,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,20.586
"challenger","p007:cold_general","p007","funny","cold_general",false,8,1,20352,"Despicable Me",0.5000,GENRE_ONLY,true,true,22.390
"challenger","p007:cold_general","p007","funny","cold_general",false,8,2,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,22.390
"challenger","p007:cold_general","p007","funny","cold_general",false,8,3,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,22.390
"challenger","p007:cold_general","p007","funny","cold_general",false,9,1,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,19.572
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,0,1,20352,"Despicable Me",0.5000,GENRE_ONLY,true,true,28.708
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,0,2,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,28.708
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,1,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,27.677
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,1,2,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,27.677
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,2,1,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,38.420
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,2,2,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,38.420
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,2,3,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,38.420
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,2,4,259694,"How to Be Single",0.5000,GENRE_ONLY,false,true,38.420
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,2,5,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,38.420
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,3,1,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,33.311
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,3,2,20352,"Despicable Me",0.5000,GENRE_ONLY,true,true,33.311
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,4,1,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,36.688
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,4,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,36.688
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,4,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,36.688
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,5,1,38757,"Tangled",0.5000,GENRE_ONLY,true,true,35.180
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,6,1,150540,"Inside Out",0.5000,GENRE_ONLY,true,true,35.567
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,6,2,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,35.567
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,6,3,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,35.567
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,6,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,35.567
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,7,1,412117,"The Secret Life of Pets 2",0.5000,GENRE_ONLY,true,true,33.037
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,7,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,33.037
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,8,1,400928,"Gifted",0.5000,GENRE_ONLY,true,true,27.128
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,8,2,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,27.128
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,8,3,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,27.128
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,8,4,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,27.128
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,9,1,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,26.566
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,9,2,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,26.566
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,9,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,26.566
"challenger","p007:warm_thriller","p007","funny","warm_thriller",true,9,4,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,26.566
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,0,1,10193,"Toy Story 3",0.5000,GENRE_ONLY,true,true,30.861
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,0,2,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,30.861
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,0,3,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,30.861
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,0,4,400928,"Gifted",0.5000,GENRE_ONLY,true,true,30.861
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,0,5,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,30.861
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,1,1,38757,"Tangled",0.5000,GENRE_ONLY,true,true,32.305
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,1,2,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,32.305
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,1,3,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,32.305
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,1,4,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,32.305
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,1,5,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,32.305
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,2,1,354912,"Coco",0.5000,GENRE_ONLY,true,true,32.024
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,2,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,32.024
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,2,3,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,32.024
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,2,4,10193,"Toy Story 3",0.5000,GENRE_ONLY,true,true,32.024
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,2,5,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,32.024
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,3,1,259694,"How to Be Single",0.5000,GENRE_ONLY,false,true,29.550
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,3,2,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,29.550
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,3,3,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,29.550
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,3,4,400928,"Gifted",0.5000,GENRE_ONLY,true,true,29.550
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,3,5,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,29.550
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,4,1,260514,"Cars 3",0.5000,GENRE_ONLY,true,true,29.658
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,4,2,43347,"Love & Other Drugs",0.5000,GENRE_ONLY,false,true,29.658
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,4,3,400928,"Gifted",0.5000,GENRE_ONLY,true,true,29.658
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,4,4,354912,"Coco",0.5000,GENRE_ONLY,true,true,29.658
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,4,5,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,29.658
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,5,1,20352,"Despicable Me",0.5000,GENRE_ONLY,true,true,30.835
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,5,2,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,30.835
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,5,3,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,30.835
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,5,4,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,30.835
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,5,5,354912,"Coco",0.5000,GENRE_ONLY,true,true,30.835
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,6,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,31.539
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,6,2,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,31.539
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,6,3,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,31.539
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,6,4,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,31.539
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,6,5,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,31.539
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,7,1,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,30.631
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,8,1,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,32.516
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,8,2,38757,"Tangled",0.5000,GENRE_ONLY,true,true,32.516
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,8,3,400928,"Gifted",0.5000,GENRE_ONLY,true,true,32.516
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,8,4,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,32.516
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,9,1,412117,"The Secret Life of Pets 2",0.5000,GENRE_ONLY,true,true,32.317
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,9,2,150540,"Inside Out",0.5000,GENRE_ONLY,true,true,32.317
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,9,3,38757,"Tangled",0.5000,GENRE_ONLY,true,true,32.317
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,9,4,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,32.317
"challenger","p007:warm_comfort","p007","funny","warm_comfort",true,9,5,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,32.317
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,0,1,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,29.854
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,0,2,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,29.854
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,0,3,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,29.854
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,1,286687,"Love Lesson",0.5000,GENRE_ONLY,true,true,32.013
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,2,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,32.013
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,32.013
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,4,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,32.013
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,1,150540,"Inside Out",0.5000,GENRE_ONLY,true,true,31.520
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,2,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,31.520
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,3,38757,"Tangled",0.5000,GENRE_ONLY,true,true,31.520
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,4,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,31.520
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,5,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,31.520
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,3,1,412117,"The Secret Life of Pets 2",0.5000,GENRE_ONLY,true,true,26.498
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,3,2,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,26.498
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,3,3,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,26.498
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,28.283
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,2,286687,"Love Lesson",0.5000,GENRE_ONLY,true,true,28.283
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,3,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,28.283
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,28.283
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,5,1,400928,"Gifted",0.5000,GENRE_ONLY,true,true,26.000
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,5,2,286687,"Love Lesson",0.5000,GENRE_ONLY,true,true,26.000
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,6,1,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,27.476
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,7,1,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,27.379
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,7,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,27.379
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,7,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,27.379
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,28.901
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,28.901
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,3,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,28.901
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,4,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,28.901
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,9,1,259694,"How to Be Single",0.5000,GENRE_ONLY,false,true,26.169
"challenger","p007:warm_cerebral","p007","funny","warm_cerebral",true,9,2,400928,"Gifted",0.5000,GENRE_ONLY,true,true,26.169
"challenger","p008:cold_general","p008","tense","cold_general",false,0,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,true,true,20.206
"challenger","p008:cold_general","p008","tense","cold_general",false,0,2,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,20.206
"challenger","p008:cold_general","p008","tense","cold_general",false,0,3,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,20.206
"challenger","p008:cold_general","p008","tense","cold_general",false,0,4,1641319,"Sniper: No Nation",0.5000,OVERVIEW_ONLY,true,true,20.206
"challenger","p008:cold_general","p008","tense","cold_general",false,0,5,14638,"The Killers",0.5000,GENRE_ONLY,true,true,20.206
"challenger","p008:cold_general","p008","tense","cold_general",false,1,1,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,20.709
"challenger","p008:cold_general","p008","tense","cold_general",false,1,2,1539104,"JUJUTSU KAISEN: Execution",0.5000,GENRE_ONLY,true,true,20.709
"challenger","p008:cold_general","p008","tense","cold_general",false,1,3,1480387,"undertone",0.5000,GENRE_ONLY,true,true,20.709
"challenger","p008:cold_general","p008","tense","cold_general",false,1,4,1066313,"The Draft!",0.5000,OVERVIEW_ONLY,true,true,20.709
"challenger","p008:cold_general","p008","tense","cold_general",false,1,5,1387382,"Hunting Season",0.5000,GENRE_ONLY,true,true,20.709
"challenger","p008:cold_general","p008","tense","cold_general",false,2,1,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,25.493
"challenger","p008:cold_general","p008","tense","cold_general",false,2,2,1010755,"The Strangers: Chapter 3",0.5000,GENRE_ONLY,true,true,25.493
"challenger","p008:cold_general","p008","tense","cold_general",false,2,3,1584215,"The Internship",0.5000,GENRE_ONLY,true,true,25.493
"challenger","p008:cold_general","p008","tense","cold_general",false,2,4,519182,"Despicable Me 4",0.5000,GENRE_ONLY,true,true,25.493
"challenger","p008:cold_general","p008","tense","cold_general",false,2,5,1088434,"Hellfire",0.5000,GENRE_ONLY,true,true,25.493
"challenger","p008:cold_general","p008","tense","cold_general",false,3,1,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,22.523
"challenger","p008:cold_general","p008","tense","cold_general",false,3,2,1218925,"Chainsaw Man - The Movie: Reze Arc",0.5000,OVERVIEW_ONLY,true,true,22.523
"challenger","p008:cold_general","p008","tense","cold_general",false,3,3,1315303,"Primate",0.5000,GENRE_ONLY,true,true,22.523
"challenger","p008:cold_general","p008","tense","cold_general",false,3,4,1236153,"Mercy",0.5000,GENRE_ONLY,true,true,22.523
"challenger","p008:cold_general","p008","tense","cold_general",false,3,5,1110034,"Kraken",0.5000,GENRE_ONLY,true,true,22.523
"challenger","p008:cold_general","p008","tense","cold_general",false,4,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,true,true,26.350
"challenger","p008:cold_general","p008","tense","cold_general",false,4,2,13012,"Felon",0.5000,GENRE_ONLY,true,true,26.350
"challenger","p008:cold_general","p008","tense","cold_general",false,4,3,1418657,"The Yeti",0.5000,GENRE_ONLY,true,true,26.350
"challenger","p008:cold_general","p008","tense","cold_general",false,4,4,1196067,"Worldbreaker",0.5000,OVERVIEW_ONLY,true,true,26.350
"challenger","p008:cold_general","p008","tense","cold_general",false,4,5,1084187,"Pretty Lethal",0.5000,OVERVIEW_ONLY,true,true,26.350
"challenger","p008:cold_general","p008","tense","cold_general",false,5,1,1193501,"Whistle",0.5000,GENRE_ONLY,true,true,30.426
"challenger","p008:cold_general","p008","tense","cold_general",false,5,2,467905,"How to Make a Killing",0.5000,GENRE_ONLY,true,true,30.426
"challenger","p008:cold_general","p008","tense","cold_general",false,5,3,1228246,"Five Nights at Freddy's 2",0.5000,GENRE_ONLY,true,true,30.426
"challenger","p008:cold_general","p008","tense","cold_general",false,5,4,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,30.426
"challenger","p008:cold_general","p008","tense","cold_general",false,5,5,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,30.426
"challenger","p008:cold_general","p008","tense","cold_general",false,6,1,862739,"The Virgin of the Quarry Lake",0.5000,GENRE_ONLY,true,true,30.115
"challenger","p008:cold_general","p008","tense","cold_general",false,6,2,1011985,"Kung Fu Panda 4",0.5000,GENRE_ONLY,true,true,30.115
"challenger","p008:cold_general","p008","tense","cold_general",false,6,3,1223601,"Sisu: Road to Revenge",0.5000,GENRE_ONLY,true,true,30.115
"challenger","p008:cold_general","p008","tense","cold_general",false,6,4,1408208,"Exit 8",0.5000,GENRE_ONLY,true,true,30.115
"challenger","p008:cold_general","p008","tense","cold_general",false,6,5,1180831,"Troll 2",0.5000,GENRE_ONLY,true,true,30.115
"challenger","p008:cold_general","p008","tense","cold_general",false,7,1,1472951,"Infiltrate",0.5000,GENRE_ONLY,true,true,25.661
"challenger","p008:cold_general","p008","tense","cold_general",false,7,2,1058710,"Bloodline Killer",0.5000,GENRE_ONLY,true,true,25.661
"challenger","p008:cold_general","p008","tense","cold_general",false,7,3,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,25.661
"challenger","p008:cold_general","p008","tense","cold_general",false,7,4,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,25.661
"challenger","p008:cold_general","p008","tense","cold_general",false,7,5,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,25.661
"challenger","p008:cold_general","p008","tense","cold_general",false,8,1,1412598,"Killer Whale",0.5000,GENRE_ONLY,true,true,29.852
"challenger","p008:cold_general","p008","tense","cold_general",false,8,2,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,29.852
"challenger","p008:cold_general","p008","tense","cold_general",false,8,3,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,29.852
"challenger","p008:cold_general","p008","tense","cold_general",false,8,4,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,29.852
"challenger","p008:cold_general","p008","tense","cold_general",false,8,5,1641319,"Sniper: No Nation",0.5000,OVERVIEW_ONLY,true,true,29.852
"challenger","p008:cold_general","p008","tense","cold_general",false,9,1,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,24.667
"challenger","p008:cold_general","p008","tense","cold_general",false,9,2,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,24.667
"challenger","p008:cold_general","p008","tense","cold_general",false,9,3,1480387,"undertone",0.5000,GENRE_ONLY,true,true,24.667
"challenger","p008:cold_general","p008","tense","cold_general",false,9,4,1539104,"JUJUTSU KAISEN: Execution",0.5000,GENRE_ONLY,true,true,24.667
"challenger","p008:cold_general","p008","tense","cold_general",false,9,5,1387382,"Hunting Season",0.5000,GENRE_ONLY,true,true,24.667
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,0,1,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,35.864
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,0,2,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,35.864
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,0,3,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,35.864
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,0,4,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,35.864
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,0,5,1641319,"Sniper: No Nation",0.5000,OVERVIEW_ONLY,true,true,35.864
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,1,1,1010755,"The Strangers: Chapter 3",0.5000,GENRE_ONLY,true,true,35.403
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,1,2,1480387,"undertone",0.5000,GENRE_ONLY,true,true,35.403
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,1,3,1193501,"Whistle",0.5000,GENRE_ONLY,true,true,35.403
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,1,4,1236153,"Mercy",0.5000,GENRE_ONLY,true,true,35.403
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,1,5,1472951,"Infiltrate",0.5000,GENRE_ONLY,true,true,35.403
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,2,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,true,true,31.380
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,2,2,14638,"The Killers",0.5000,GENRE_ONLY,true,true,31.380
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,2,3,1418657,"The Yeti",0.5000,GENRE_ONLY,true,true,31.380
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,2,4,1084187,"Pretty Lethal",0.5000,OVERVIEW_ONLY,true,true,31.380
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,2,5,1088434,"Hellfire",0.5000,GENRE_ONLY,true,true,31.380
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,3,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,true,true,29.561
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,3,2,862739,"The Virgin of the Quarry Lake",0.5000,GENRE_ONLY,true,true,29.561
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,3,3,1408208,"Exit 8",0.5000,GENRE_ONLY,true,true,29.561
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,3,4,1242332,"Normal",0.5000,OVERVIEW_ONLY,true,true,29.561
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,3,5,10474,"The Basketball Diaries",0.5000,GENRE_ONLY,true,true,29.561
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,4,1,11851,"The Presidio",0.5000,GENRE_ONLY,true,true,31.284
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,4,2,1315303,"Primate",0.5000,GENRE_ONLY,true,true,31.284
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,4,3,681434,"Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write About a Serial Killer",0.5000,GENRE_ONLY,true,true,31.284
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,4,4,1387382,"Hunting Season",0.5000,GENRE_ONLY,true,true,31.284
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,4,5,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,31.284
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,5,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,true,true,28.396
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,5,2,1110034,"Kraken",0.5000,GENRE_ONLY,true,true,28.396
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,5,3,1297454,"The Death That Awaits",0.5000,GENRE_ONLY,true,true,28.396
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,5,4,1066313,"The Draft!",0.5000,OVERVIEW_ONLY,true,true,28.396
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,5,5,1584215,"The Internship",0.5000,GENRE_ONLY,true,true,28.396
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,6,1,1242501,"Icefall",0.5000,GENRE_ONLY,true,true,29.335
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,6,2,13012,"Felon",0.5000,GENRE_ONLY,true,true,29.335
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,6,3,1228246,"Five Nights at Freddy's 2",0.5000,GENRE_ONLY,true,true,29.335
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,6,4,101307,"Rage",0.5000,GENRE_ONLY,true,true,29.335
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,6,5,519182,"Despicable Me 4",0.5000,GENRE_ONLY,true,true,29.335
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,7,1,1058710,"Bloodline Killer",0.5000,GENRE_ONLY,true,true,28.575
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,7,2,24913,"April Fool's Day",0.5000,GENRE_ONLY,true,true,28.575
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,7,3,1180831,"Troll 2",0.5000,GENRE_ONLY,true,true,28.575
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,7,4,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,28.575
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,7,5,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,28.575
"challenger","p008:warm_thriller","p008","tense","warm_thriller",true,8,1,628847,"Trap House",0.5000,GENRE_ONLY,true,true,28.496
